host,ip,collector_hostname,timestamp,feature,value,anomaly_score,anomaly_flag,anomaly_type,anomaly_timestamp
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,ifOutUcastPkts11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,ifOutNUcastPkts11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,tcpOutRsts,1010.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,tcpInSegs,135903.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,tcpOutSegs,149651.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,tcpPassiveOpens,70.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,tcpRetransSegs,4251.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,tcpCurrEstab,26.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,tcpEstabResets,511.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,tcpActiveOpens,4139.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,udpInDatagrams,151437.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,udpOutDatagrams,39961.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,udpInErrors,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,udpNoPorts,1247.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,ipInReceives,228729.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,ipInDelivers,231017.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,ipOutRequests,152680.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,ipOutDiscards,4420.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,ipInDiscards,1383.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,ipForwDatagrams,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,ipOutNoRoutes,19.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,ipInAddrErrors,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,icmpInMsgs,742.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,icmpInDestUnreachs,742.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,icmpOutMsgs,744.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,icmpOutDestUnreachs,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,icmpInEchos,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:19.246421,icmpOutEchoReps,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ifInOctets11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ifOutOctets11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ifOutDiscards11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ifInUcastPkts11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ifInNUcastPkts11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ifInDiscards11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ifOutUcastPkts11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ifOutNUcastPkts11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,tcpOutRsts,1010.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,tcpInSegs,136054.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,tcpOutSegs,149795.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,tcpPassiveOpens,70.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,tcpRetransSegs,4251.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,tcpCurrEstab,26.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,tcpEstabResets,511.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,tcpActiveOpens,4140.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,udpInDatagrams,151439.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,udpOutDatagrams,39963.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,udpInErrors,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,udpNoPorts,1247.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ipInReceives,228784.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ipInDelivers,231068.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ipOutRequests,152729.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ipOutDiscards,4420.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ipInDiscards,1383.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ipForwDatagrams,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ipOutNoRoutes,19.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,ipInAddrErrors,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,icmpInMsgs,742.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,icmpInDestUnreachs,742.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,icmpOutMsgs,744.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,icmpOutDestUnreachs,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,icmpInEchos,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:29.837290,icmpOutEchoReps,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ifInOctets11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ifOutOctets11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ifOutDiscards11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ifInUcastPkts11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ifInNUcastPkts11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ifInDiscards11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ifOutUcastPkts11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ifOutNUcastPkts11,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,tcpOutRsts,1010.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,tcpInSegs,136215.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,tcpOutSegs,149953.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,tcpPassiveOpens,70.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,tcpRetransSegs,4251.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,tcpCurrEstab,27.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,tcpEstabResets,511.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,tcpActiveOpens,4140.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,udpInDatagrams,151441.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,udpOutDatagrams,39965.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,udpInErrors,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,udpNoPorts,1247.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ipInReceives,228849.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ipInDelivers,231129.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ipOutRequests,152790.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ipOutDiscards,4420.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ipInDiscards,1383.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ipForwDatagrams,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ipOutNoRoutes,19.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,ipInAddrErrors,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,icmpInMsgs,742.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,icmpInDestUnreachs,742.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,icmpOutMsgs,744.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,icmpOutDestUnreachs,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,icmpInEchos,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:40.448071,icmpOutEchoReps,0.0,-0.08139265295273568,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ifInOctets11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ifOutOctets11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ifOutDiscards11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ifInUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ifInNUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ifInDiscards11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ifOutUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ifOutNUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,tcpOutRsts,1018.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,tcpInSegs,136590.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,tcpOutSegs,150351.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,tcpPassiveOpens,74.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,tcpRetransSegs,4251.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,tcpCurrEstab,27.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,tcpEstabResets,515.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,tcpActiveOpens,4152.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,udpInDatagrams,151464.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,udpOutDatagrams,39967.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,udpInErrors,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,udpNoPorts,1247.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ipInReceives,229099.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ipInDelivers,231377.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ipOutRequests,153052.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ipOutDiscards,4420.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ipInDiscards,1383.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ipForwDatagrams,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ipOutNoRoutes,19.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,ipInAddrErrors,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,icmpInMsgs,742.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,icmpInDestUnreachs,742.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,icmpOutMsgs,744.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,icmpOutDestUnreachs,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,icmpInEchos,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:53:50.870852,icmpOutEchoReps,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ifInOctets11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ifOutOctets11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ifOutDiscards11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ifInUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ifInNUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ifInDiscards11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ifOutUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ifOutNUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,tcpOutRsts,1020.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,tcpInSegs,136839.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,tcpOutSegs,150659.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,tcpPassiveOpens,74.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,tcpRetransSegs,4251.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,tcpCurrEstab,28.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,tcpEstabResets,515.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,tcpActiveOpens,4155.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,udpInDatagrams,151466.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,udpOutDatagrams,39969.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,udpInErrors,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,udpNoPorts,1247.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ipInReceives,229255.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ipInDelivers,231529.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ipOutRequests,153264.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ipOutDiscards,4420.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ipInDiscards,1383.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ipForwDatagrams,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ipOutNoRoutes,19.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,ipInAddrErrors,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,icmpInMsgs,742.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,icmpInDestUnreachs,742.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,icmpOutMsgs,744.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,icmpOutDestUnreachs,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,icmpInEchos,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:01.290717,icmpOutEchoReps,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ifInOctets11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ifOutOctets11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ifOutDiscards11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ifInUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ifInNUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ifInDiscards11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ifOutUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ifOutNUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,tcpOutRsts,1020.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,tcpInSegs,137177.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,tcpOutSegs,151153.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,tcpPassiveOpens,74.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,tcpRetransSegs,4251.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,tcpCurrEstab,27.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,tcpEstabResets,515.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,tcpActiveOpens,4158.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,udpInDatagrams,151468.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,udpOutDatagrams,39971.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,udpInErrors,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,udpNoPorts,1247.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ipInReceives,229497.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ipInDelivers,231767.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ipOutRequests,153661.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ipOutDiscards,4420.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ipInDiscards,1383.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ipForwDatagrams,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ipOutNoRoutes,19.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,ipInAddrErrors,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,icmpInMsgs,742.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,icmpInDestUnreachs,742.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,icmpOutMsgs,744.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,icmpOutDestUnreachs,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,icmpInEchos,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:11.724728,icmpOutEchoReps,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ifInOctets11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ifOutOctets11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ifOutDiscards11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ifInUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ifInNUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ifInDiscards11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ifOutUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ifOutNUcastPkts11,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,tcpOutRsts,1020.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,tcpInSegs,137377.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,tcpOutSegs,151407.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,tcpPassiveOpens,74.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,tcpRetransSegs,4251.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,tcpCurrEstab,29.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,tcpEstabResets,515.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,tcpActiveOpens,4162.0,-0.08274208760362534,Normal,,
